attachment,material,angle_deg,sigma_cm_inv,R_percent
附件1,SiC,10,3342.033,18.48969391
附件1,SiC,10,3342.515,18.47924527
附件1,SiC,10,3342.997,18.49279526
附件1,SiC,10,3343.479,18.49723307
附件1,SiC,10,3343.961,18.48400979
附件1,SiC,10,3344.443,18.49696948
附件1,SiC,10,3344.926,18.5005054
附件1,SiC,10,3345.408,18.48126327
附件1,SiC,10,3345.89,18.49940212
附件1,SiC,10,3346.372,18.48940056
附件1,SiC,10,3346.854,18.47258668
附件1,SiC,10,3347.336,18.47710046
附件1,SiC,10,3347.818,18.4878736
附件1,SiC,10,3348.3,18.47382545
附件1,SiC,10,3348.782,18.4861171
附件1,SiC,10,3349.265,18.4852786
附件1,SiC,10,3349.747,18.46594369
附件1,SiC,10,3350.229,18.48865256
附件1,SiC,10,3350.711,18.49300355
附件1,SiC,10,3351.193,18.47665834
附件1,SiC,10,3351.675,18.48424349
附件1,SiC,10,3352.157,18.50176731
附件1,SiC,10,3352.639,18.47974394
附件1,SiC,10,3353.122,18.47469637
附件1,SiC,10,3353.604,18.46161113
附件1,SiC,10,3354.086,18.49074273
附件1,SiC,10,3354.568,18.48929951
附件1,SiC,10,3355.05,18.48074572
附件1,SiC,10,3355.532,18.49376656
附件1,SiC,10,3356.014,18.51660257
附件1,SiC,10,3356.496,18.50397468
附件1,SiC,10,3356.979,18.48722003
附件1,SiC,10,3357.461,18.50091306
附件1,SiC,10,3357.943,18.49357452
附件1,SiC,10,3358.425,18.49351648
附件1,SiC,10,3358.907,18.48396599
附件1,SiC,10,3359.389,18.49555347
附件1,SiC,10,3359.871,18.52137224
附件1,SiC,10,3360.353,18.51333839
附件1,SiC,10,3360.835,18.50226424
附件1,SiC,10,3361.318,18.48585007
附件1,SiC,10,3361.8,18.49925708
附件1,SiC,10,3362.282,18.49028399
附件1,SiC,10,3362.764,18.48411165
附件1,SiC,10,3363.246,18.50367517
附件1,SiC,10,3363.728,18.48205919
附件1,SiC,10,3364.21,18.49790091
附件1,SiC,10,3364.692,18.51369848
附件1,SiC,10,3365.174,18.48672721
附件1,SiC,10,3365.656,18.49467826
附件1,SiC,10,3366.139,18.49467145
附件1,SiC,10,3366.621,18.47168947
附件1,SiC,10,3367.103,18.47341759
附件1,SiC,10,3367.585,18.46747069
附件1,SiC,10,3368.067,18.43934478
附件1,SiC,10,3368.549,18.45741726
附件1,SiC,10,3369.031,18.44597319
附件1,SiC,10,3369.513,18.468917
附件1,SiC,10,3369.996,18.4589915
附件1,SiC,10,3370.478,18.45157635
附件1,SiC,10,3370.96,18.45047259
附件1,SiC,10,3371.442,18.4631728
附件1,SiC,10,3371.924,18.47731004
附件1,SiC,10,3372.406,18.44443011
附件1,SiC,10,3372.888,18.44648963
附件1,SiC,10,3373.37,18.45519644
附件1,SiC,10,3373.853,18.46937551
附件1,SiC,10,3374.335,18.45923009
附件1,SiC,10,3374.817,18.46613646
附件1,SiC,10,3375.299,18.46132764
附件1,SiC,10,3375.781,18.45770785
附件1,SiC,10,3376.263,18.45832545
附件1,SiC,10,3376.745,18.44890501
附件1,SiC,10,3377.227,18.45141571
附件1,SiC,10,3377.709,18.44837889
附件1,SiC,10,3378.192,18.45408217
附件1,SiC,10,3378.674,18.43712818
附件1,SiC,10,3379.156,18.43356649
附件1,SiC,10,3379.638,18.46097356
附件1,SiC,10,3380.12,18.44800631
附件1,SiC,10,3380.602,18.4367186
附件1,SiC,10,3381.084,18.42154845
附件1,SiC,10,3381.566,18.42407403
附件1,SiC,10,3382.049,18.40962024
附件1,SiC,10,3382.531,18.40251973
附件1,SiC,10,3383.013,18.40680232
附件1,SiC,10,3383.495,18.39659539
附件1,SiC,10,3383.977,18.42894741
附件1,SiC,10,3384.459,18.40958631
附件1,SiC,10,3384.941,18.39048025
附件1,SiC,10,3385.423,18.40326529
附件1,SiC,10,3385.906,18.39514395
附件1,SiC,10,3386.387,18.40500543
附件1,SiC,10,3386.87,18.38256203
附件1,SiC,10,3387.352,18.37413573
附件1,SiC,10,3387.834,18.36589285
附件1,SiC,10,3388.316,18.37709292
附件1,SiC,10,3388.798,18.37789466
附件1,SiC,10,3389.28,18.38390388
附件1,SiC,10,3389.762,18.37753978
附件1,SiC,10,3390.244,18.37312218
附件1,SiC,10,3390.727,18.39351268
附件1,SiC,10,3391.209,18.37603191
附件1,SiC,10,3391.691,18.37732577
附件1,SiC,10,3392.173,18.37781087
附件1,SiC,10,3392.655,18.38626033
附件1,SiC,10,3393.137,18.36696183
附件1,SiC,10,3393.619,18.34999231
附件1,SiC,10,3394.101,18.3668325
附件1,SiC,10,3394.583,18.36287284
附件1,SiC,10,3395.066,18.36353815
附件1,SiC,10,3395.548,18.37528015
附件1,SiC,10,3396.03,18.35887691
附件1,SiC,10,3396.512,18.34938308
附件1,SiC,10,3396.994,18.35553715
附件1,SiC,10,3397.476,18.33570212
附件1,SiC,10,3397.958,18.33129049
附件1,SiC,10,3398.44,18.33658356
附件1,SiC,10,3398.923,18.31914576
附件1,SiC,10,3399.405,18.33024375
附件1,SiC,10,3399.887,18.31958425
附件1,SiC,10,3400.369,18.32642809
附件1,SiC,10,3400.851,18.33299904
附件1,SiC,10,3401.333,18.32508043
附件1,SiC,10,3401.815,18.29851027
附件1,SiC,10,3402.297,18.30491085
附件1,SiC,10,3402.78,18.28081463
附件1,SiC,10,3403.262,18.29020209
附件1,SiC,10,3403.744,18.2857195
附件1,SiC,10,3404.226,18.26547055
附件1,SiC,10,3404.708,18.28478721
附件1,SiC,10,3405.19,18.28572518
附件1,SiC,10,3405.672,18.23722572
附件1,SiC,10,3406.154,18.25268892
附件1,SiC,10,3406.636,18.26759397
附件1,SiC,10,3407.119,18.24884145
附件1,SiC,10,3407.601,18.25346916
附件1,SiC,10,3408.083,18.25198954
附件1,SiC,10,3408.565,18.22762255
附件1,SiC,10,3409.047,18.26643112
附件1,SiC,10,3409.529,18.25773976
附件1,SiC,10,3410.011,18.25666305
附件1,SiC,10,3410.493,18.25252085
附件1,SiC,10,3410.976,18.25116153
附件1,SiC,10,3411.458,18.23513824
附件1,SiC,10,3411.94,18.24093204
附件1,SiC,10,3412.422,18.23789269
附件1,SiC,10,3412.904,18.22695274
附件1,SiC,10,3413.386,18.22047382
附件1,SiC,10,3413.868,18.24071659
附件1,SiC,10,3414.35,18.22486972
附件1,SiC,10,3414.833,18.22792941
附件1,SiC,10,3415.314,18.20307442
附件1,SiC,10,3415.797,18.20068975
附件1,SiC,10,3416.279,18.21057378
附件1,SiC,10,3416.761,18.19306636
附件1,SiC,10,3417.243,18.2121552
附件1,SiC,10,3417.725,18.21893764
附件1,SiC,10,3418.207,18.2197739
附件1,SiC,10,3418.689,18.19507676
附件1,SiC,10,3419.171,18.21853246
附件1,SiC,10,3419.654,18.20945659
附件1,SiC,10,3420.136,18.17283304
附件1,SiC,10,3420.618,18.18908394
附件1,SiC,10,3421.1,18.1981535
附件1,SiC,10,3421.582,18.18740495
附件1,SiC,10,3422.064,18.18049596
附件1,SiC,10,3422.546,18.16994026
附件1,SiC,10,3423.028,18.18144857
附件1,SiC,10,3423.51,18.16521592
附件1,SiC,10,3423.993,18.15913873
附件1,SiC,10,3424.475,18.19330977
附件1,SiC,10,3424.957,18.17881074
附件1,SiC,10,3425.439,18.17195642
附件1,SiC,10,3425.921,18.17287831
附件1,SiC,10,3426.403,18.1742672
附件1,SiC,10,3426.885,18.15841627
附件1,SiC,10,3427.367,18.16859127
附件1,SiC,10,3427.85,18.15528775
附件1,SiC,10,3428.332,18.16614318
附件1,SiC,10,3428.814,18.14899636
附件1,SiC,10,3429.296,18.16291594
附件1,SiC,10,3429.778,18.15826678
附件1,SiC,10,3430.26,18.14876591
附件1,SiC,10,3430.742,18.14154203
附件1,SiC,10,3431.224,18.15465079
附件1,SiC,10,3431.707,18.11801353
附件1,SiC,10,3432.189,18.13780278
附件1,SiC,10,3432.671,18.12922438
附件1,SiC,10,3433.153,18.10213906
附件1,SiC,10,3433.635,18.11829748
附件1,SiC,10,3434.117,18.12136712
附件1,SiC,10,3434.599,18.10995346
附件1,SiC,10,3435.081,18.1019084
附件1,SiC,10,3435.563,18.11166487
附件1,SiC,10,3436.046,18.11045003
附件1,SiC,10,3436.528,18.11416527
附件1,SiC,10,3437.01,18.13047889
附件1,SiC,10,3437.492,18.1247745
附件1,SiC,10,3437.974,18.11469669
附件1,SiC,10,3438.456,18.11614817
附件1,SiC,10,3438.938,18.11571859
附件1,SiC,10,3439.42,18.10895155
附件1,SiC,10,3439.903,18.10768921
附件1,SiC,10,3440.385,18.11430226
附件1,SiC,10,3440.867,18.10145859
附件1,SiC,10,3441.349,18.0968179
附件1,SiC,10,3441.831,18.09306208
附件1,SiC,10,3442.313,18.10797747
附件1,SiC,10,3442.795,18.09904177
附件1,SiC,10,3443.277,18.10585209
附件1,SiC,10,3443.76,18.08409678
附件1,SiC,10,3444.241,18.07570496
附件1,SiC,10,3444.724,18.09182016
附件1,SiC,10,3445.206,18.08801798
附件1,SiC,10,3445.688,18.08675076
附件1,SiC,10,3446.17,18.08960491
附件1,SiC,10,3446.652,18.09197707
附件1,SiC,10,3447.134,18.08934591
附件1,SiC,10,3447.616,18.09922381
附件1,SiC,10,3448.098,18.07529664
附件1,SiC,10,3448.581,18.0858648
附件1,SiC,10,3449.063,18.09871878
附件1,SiC,10,3449.545,18.08474305
附件1,SiC,10,3450.027,18.08691583
附件1,SiC,10,3450.509,18.06628328
附件1,SiC,10,3450.991,18.05613105
附件1,SiC,10,3451.473,18.07363523
附件1,SiC,10,3451.955,18.04718604
附件1,SiC,10,3452.438,18.06427875
附件1,SiC,10,3452.92,18.05731917
附件1,SiC,10,3453.402,18.03833772
附件1,SiC,10,3453.884,18.07567293
附件1,SiC,10,3454.366,18.07175115
附件1,SiC,10,3454.848,18.05493704
附件1,SiC,10,3455.33,18.06138221
附件1,SiC,10,3455.812,18.08050613
附件1,SiC,10,3456.294,18.04722282
附件1,SiC,10,3456.777,18.07944358
附件1,SiC,10,3457.259,18.0826406
附件1,SiC,10,3457.741,18.07946486
附件1,SiC,10,3458.223,18.06444279
附件1,SiC,10,3458.705,18.07197308
附件1,SiC,10,3459.187,18.07459034
附件1,SiC,10,3459.669,18.05687298
附件1,SiC,10,3460.151,18.07241206
附件1,SiC,10,3460.634,18.07342425
附件1,SiC,10,3461.116,18.05826352
附件1,SiC,10,3461.598,18.05440451
附件1,SiC,10,3462.08,18.05309398
附件1,SiC,10,3462.562,18.06976126
附件1,SiC,10,3463.044,18.03195641
附件1,SiC,10,3463.526,18.03265515
附件1,SiC,10,3464.008,18.03852591
附件1,SiC,10,3464.49,18.0455408
附件1,SiC,10,3464.973,18.05060911
附件1,SiC,10,3465.455,18.05191833
附件1,SiC,10,3465.937,18.05671881
附件1,SiC,10,3466.419,18.05012204
附件1,SiC,10,3466.901,18.02931082
附件1,SiC,10,3467.383,18.04525938
附件1,SiC,10,3467.865,18.05039714
附件1,SiC,10,3468.347,18.03673968
附件1,SiC,10,3468.83,18.04942263
附件1,SiC,10,3469.312,18.05170139
附件1,SiC,10,3469.794,18.06128376
附件1,SiC,10,3470.276,18.06688629
附件1,SiC,10,3470.758,18.04758676
附件1,SiC,10,3471.24,18.06453241
附件1,SiC,10,3471.722,18.05664938
附件1,SiC,10,3472.204,18.05977278
附件1,SiC,10,3472.687,18.0474886
附件1,SiC,10,3473.168,18.04577784
附件1,SiC,10,3473.651,18.057821
附件1,SiC,10,3474.133,18.07607151
附件1,SiC,10,3474.615,18.04852697
附件1,SiC,10,3475.097,18.05316337
附件1,SiC,10,3475.579,18.04617165
附件1,SiC,10,3476.061,18.0579557
附件1,SiC,10,3476.543,18.05435511
附件1,SiC,10,3477.025,18.04356296
附件1,SiC,10,3477.508,18.03856891
附件1,SiC,10,3477.99,18.05815518
附件1,SiC,10,3478.472,18.03981509
附件1,SiC,10,3478.954,18.04251938
附件1,SiC,10,3479.436,18.05993245
附件1,SiC,10,3479.918,18.05002906
附件1,SiC,10,3480.4,18.09086251
附件1,SiC,10,3480.882,18.08375862
附件1,SiC,10,3481.365,18.06382625
附件1,SiC,10,3481.847,18.07440077
附件1,SiC,10,3482.329,18.07571149
附件1,SiC,10,3482.811,18.06300213
附件1,SiC,10,3483.293,18.07729623
附件1,SiC,10,3483.775,18.08412581
附件1,SiC,10,3484.257,18.07053378
附件1,SiC,10,3484.739,18.06628468
附件1,SiC,10,3485.221,18.06866969
附件1,SiC,10,3485.704,18.05757682
附件1,SiC,10,3486.186,18.06302285
附件1,SiC,10,3486.668,18.05323879
附件1,SiC,10,3487.15,18.05849257
附件1,SiC,10,3487.632,18.06551493
附件1,SiC,10,3488.114,18.06742414
附件1,SiC,10,3488.596,18.06866129
附件1,SiC,10,3489.078,18.08865043
附件1,SiC,10,3489.561,18.07478367
附件1,SiC,10,3490.043,18.08478684
附件1,SiC,10,3490.525,18.08254513
附件1,SiC,10,3491.007,18.09965016
附件1,SiC,10,3491.489,18.10400439
附件1,SiC,10,3491.971,18.09981455
附件1,SiC,10,3492.453,18.08970987
附件1,SiC,10,3492.935,18.09901954
附件1,SiC,10,3493.417,18.08203123
附件1,SiC,10,3493.9,18.09881741
附件1,SiC,10,3494.382,18.10573254
附件1,SiC,10,3494.864,18.08957583
附件1,SiC,10,3495.346,18.11082215
附件1,SiC,10,3495.828,18.11699682
附件1,SiC,10,3496.31,18.11357144
附件1,SiC,10,3496.792,18.10491626
附件1,SiC,10,3497.274,18.10192033
附件1,SiC,10,3497.757,18.11410078
附件1,SiC,10,3498.239,18.09626317
附件1,SiC,10,3498.721,18.10505379
附件1,SiC,10,3499.203,18.11540351
附件1,SiC,10,3499.685,18.09813551
附件1,SiC,10,3500.167,18.10455657
附件1,SiC,10,3500.649,18.10540574
附件1,SiC,10,3501.131,18.10614754
附件1,SiC,10,3501.614,18.11059489
附件1,SiC,10,3502.095,18.11982971
附件1,SiC,10,3502.578,18.12233923
附件1,SiC,10,3503.06,18.11982845
附件1,SiC,10,3503.542,18.1286589
附件1,SiC,10,3504.024,18.13102982
附件1,SiC,10,3504.506,18.13968304
附件1,SiC,10,3504.988,18.17012402
附件1,SiC,10,3505.47,18.14420041
附件1,SiC,10,3505.952,18.1402953
附件1,SiC,10,3506.435,18.13417105
附件1,SiC,10,3506.917,18.15524982
附件1,SiC,10,3507.399,18.14617497
附件1,SiC,10,3507.881,18.15674689
附件1,SiC,10,3508.363,18.15248689
附件1,SiC,10,3508.845,18.14889478
附件1,SiC,10,3509.327,18.17374831
附件1,SiC,10,3509.809,18.16587018
附件1,SiC,10,3510.292,18.18570198
附件1,SiC,10,3510.774,18.17627361
附件1,SiC,10,3511.256,18.15820594
附件1,SiC,10,3511.738,18.17143678
附件1,SiC,10,3512.22,18.17091513
附件1,SiC,10,3512.702,18.15980074
附件1,SiC,10,3513.184,18.1839369
附件1,SiC,10,3513.666,18.1891019
附件1,SiC,10,3514.148,18.17364949
附件1,SiC,10,3514.631,18.19504368
附件1,SiC,10,3515.113,18.20424357
附件1,SiC,10,3515.595,18.18581983
附件1,SiC,10,3516.077,18.21424337
附件1,SiC,10,3516.559,18.20966806
附件1,SiC,10,3517.041,18.20540971
附件1,SiC,10,3517.523,18.19593826
附件1,SiC,10,3518.005,18.20913825
附件1,SiC,10,3518.488,18.21877159
附件1,SiC,10,3518.97,18.20162068
附件1,SiC,10,3519.452,18.1989391
附件1,SiC,10,3519.934,18.22547323
附件1,SiC,10,3520.416,18.20008061
附件1,SiC,10,3520.898,18.23429885
附件1,SiC,10,3521.38,18.20717074
附件1,SiC,10,3521.862,18.2163229
附件1,SiC,10,3522.344,18.21648189
附件1,SiC,10,3522.827,18.20739229
附件1,SiC,10,3523.309,18.23536553
附件1,SiC,10,3523.791,18.21013835
附件1,SiC,10,3524.273,18.21419691
附件1,SiC,10,3524.755,18.22953797
附件1,SiC,10,3525.237,18.21884901
附件1,SiC,10,3525.719,18.2275424
附件1,SiC,10,3526.201,18.26534361
附件1,SiC,10,3526.684,18.24018079
附件1,SiC,10,3527.166,18.2701322
附件1,SiC,10,3527.648,18.27258882
附件1,SiC,10,3528.13,18.27271448
附件1,SiC,10,3528.612,18.28188274
附件1,SiC,10,3529.094,18.28460593
附件1,SiC,10,3529.576,18.29681555
附件1,SiC,10,3530.058,18.30364136
附件1,SiC,10,3530.541,18.31761819
附件1,SiC,10,3531.022,18.30111213
附件1,SiC,10,3531.505,18.31755288
附件1,SiC,10,3531.987,18.30692704
附件1,SiC,10,3532.469,18.31968262
附件1,SiC,10,3532.951,18.31088431
附件1,SiC,10,3533.433,18.31716254
附件1,SiC,10,3533.915,18.31291321
附件1,SiC,10,3534.397,18.30645985
附件1,SiC,10,3534.879,18.32588361
附件1,SiC,10,3535.362,18.31678134
附件1,SiC,10,3535.844,18.31218071
附件1,SiC,10,3536.326,18.34744922
附件1,SiC,10,3536.808,18.33249084
附件1,SiC,10,3537.29,18.33704825
附件1,SiC,10,3537.772,18.34759848
附件1,SiC,10,3538.254,18.32627033
附件1,SiC,10,3538.736,18.33043022
附件1,SiC,10,3539.219,18.32948603
附件1,SiC,10,3539.701,18.34286786
附件1,SiC,10,3540.183,18.35568073
附件1,SiC,10,3540.665,18.34302081
附件1,SiC,10,3541.147,18.35613443
附件1,SiC,10,3541.629,18.35814387
附件1,SiC,10,3542.111,18.35366231
附件1,SiC,10,3542.593,18.36675143
附件1,SiC,10,3543.075,18.33423403
附件1,SiC,10,3543.558,18.39130321
附件1,SiC,10,3544.04,18.3597036
附件1,SiC,10,3544.522,18.36331166
附件1,SiC,10,3545.004,18.37220157
附件1,SiC,10,3545.486,18.37112623
附件1,SiC,10,3545.968,18.3667754
附件1,SiC,10,3546.45,18.33907268
附件1,SiC,10,3546.932,18.3725613
附件1,SiC,10,3547.415,18.38461622
附件1,SiC,10,3547.897,18.35583189
附件1,SiC,10,3548.379,18.35616253
附件1,SiC,10,3548.861,18.37369859
附件1,SiC,10,3549.343,18.38406132
附件1,SiC,10,3549.825,18.36715811
附件1,SiC,10,3550.307,18.35396189
附件1,SiC,10,3550.789,18.35056557
附件1,SiC,10,3551.271,18.3641585
附件1,SiC,10,3551.754,18.40314922
附件1,SiC,10,3552.236,18.40169446
附件1,SiC,10,3552.718,18.3819689
附件1,SiC,10,3553.2,18.40299612
附件1,SiC,10,3553.682,18.40776342
附件1,SiC,10,3554.164,18.40516399
附件1,SiC,10,3554.646,18.42293682
附件1,SiC,10,3555.128,18.41193124
附件1,SiC,10,3555.611,18.4055503
附件1,SiC,10,3556.093,18.42935056
附件1,SiC,10,3556.575,18.4086683
附件1,SiC,10,3557.057,18.42080263
附件1,SiC,10,3557.539,18.42357862
附件1,SiC,10,3558.021,18.41329379
附件1,SiC,10,3558.503,18.42023073
附件1,SiC,10,3558.985,18.44211653
附件1,SiC,10,3559.468,18.43490321
附件1,SiC,10,3559.949,18.44655282
附件1,SiC,10,3560.432,18.45399794
附件1,SiC,10,3560.914,18.45575684
附件1,SiC,10,3561.396,18.45853797
附件1,SiC,10,3561.878,18.44503067
附件1,SiC,10,3562.36,18.46062588
附件1,SiC,10,3562.842,18.44806737
附件1,SiC,10,3563.324,18.47000581
附件1,SiC,10,3563.806,18.45504682
附件1,SiC,10,3564.289,18.46820461
附件1,SiC,10,3564.771,18.46665106
附件1,SiC,10,3565.253,18.45144829
附件1,SiC,10,3565.735,18.46655862
附件1,SiC,10,3566.217,18.47710576
附件1,SiC,10,3566.699,18.47605633
附件1,SiC,10,3567.181,18.5087948
附件1,SiC,10,3567.663,18.49151437
附件1,SiC,10,3568.146,18.48742938
附件1,SiC,10,3568.628,18.49516352
附件1,SiC,10,3569.11,18.48700651
附件1,SiC,10,3569.592,18.50285331
附件1,SiC,10,3570.074,18.50397159
附件1,SiC,10,3570.556,18.50462871
附件1,SiC,10,3571.038,18.47626391
附件1,SiC,10,3571.52,18.50023657
附件1,SiC,10,3572.002,18.47972209
附件1,SiC,10,3572.485,18.47280106
附件1,SiC,10,3572.967,18.49247527
附件1,SiC,10,3573.449,18.48218521
附件1,SiC,10,3573.931,18.49501574
附件1,SiC,10,3574.413,18.4856613
附件1,SiC,10,3574.895,18.49630794
附件1,SiC,10,3575.377,18.47991918
附件1,SiC,10,3575.859,18.47593343
附件1,SiC,10,3576.342,18.49494105
附件1,SiC,10,3576.824,18.48122781
附件1,SiC,10,3577.306,18.49812119
附件1,SiC,10,3577.788,18.5151115
附件1,SiC,10,3578.27,18.49678135
附件1,SiC,10,3578.752,18.50622357
附件1,SiC,10,3579.234,18.50944337
附件1,SiC,10,3579.716,18.51561395
附件1,SiC,10,3580.198,18.51706219
附件1,SiC,10,3580.681,18.52298733
附件1,SiC,10,3581.163,18.51476065
附件1,SiC,10,3581.645,18.51584444
附件1,SiC,10,3582.127,18.51642344
附件1,SiC,10,3582.609,18.50242186
附件1,SiC,10,3583.091,18.50710984
附件1,SiC,10,3583.573,18.50123615
附件1,SiC,10,3584.055,18.50000585
附件1,SiC,10,3584.538,18.48122401
附件1,SiC,10,3585.02,18.50331537
附件1,SiC,10,3585.502,18.52386778
附件1,SiC,10,3585.984,18.5244723
附件1,SiC,10,3586.466,18.5193972
附件1,SiC,10,3586.948,18.51344962
附件1,SiC,10,3587.43,18.51855455
附件1,SiC,10,3587.912,18.54712735
附件1,SiC,10,3588.395,18.5385273
附件1,SiC,10,3588.876,18.56107216
附件1,SiC,10,3589.359,18.54805593
附件1,SiC,10,3589.841,18.54925945
附件1,SiC,10,3590.323,18.53612626
附件1,SiC,10,3590.805,18.53384276
附件1,SiC,10,3591.287,18.55304984
附件1,SiC,10,3591.769,18.54941146
附件1,SiC,10,3592.251,18.53734459
附件1,SiC,10,3592.733,18.54195466
附件1,SiC,10,3593.216,18.5238639
附件1,SiC,10,3593.698,18.5233357
附件1,SiC,10,3594.18,18.52190221
附件1,SiC,10,3594.662,18.54842659
附件1,SiC,10,3595.144,18.5196482
附件1,SiC,10,3595.626,18.5211393
附件1,SiC,10,3596.108,18.53168066
附件1,SiC,10,3596.59,18.50867351
附件1,SiC,10,3597.073,18.53846943
附件1,SiC,10,3597.555,18.52569025
附件1,SiC,10,3598.037,18.53939703
附件1,SiC,10,3598.519,18.52383118
附件1,SiC,10,3599.001,18.53786191
附件1,SiC,10,3599.483,18.53368016
附件1,SiC,10,3599.965,18.55415444
附件1,SiC,10,3600.447,18.550205
附件1,SiC,10,3600.929,18.55554876
附件1,SiC,10,3601.412,18.56720785
附件1,SiC,10,3601.894,18.54614156
附件1,SiC,10,3602.376,18.5228288
附件1,SiC,10,3602.858,18.5742893
附件1,SiC,10,3603.34,18.5407835
附件1,SiC,10,3603.822,18.54087305
附件1,SiC,10,3604.304,18.55250409
附件1,SiC,10,3604.786,18.55380771
附件1,SiC,10,3605.269,18.52255021
附件1,SiC,10,3605.751,18.54833624
附件1,SiC,10,3606.233,18.56112598
附件1,SiC,10,3606.715,18.57342823
附件1,SiC,10,3607.197,18.56479907
附件1,SiC,10,3607.679,18.57503751
附件1,SiC,10,3608.161,18.5753184
附件1,SiC,10,3608.643,18.5798464
附件1,SiC,10,3609.125,18.56771854
附件1,SiC,10,3609.608,18.58120984
附件1,SiC,10,3610.09,18.56701575
附件1,SiC,10,3610.572,18.56348212
附件1,SiC,10,3611.054,18.59373784
附件1,SiC,10,3611.536,18.55965271
附件1,SiC,10,3612.018,18.57448872
附件1,SiC,10,3612.5,18.55213777
附件1,SiC,10,3612.982,18.5722949
附件1,SiC,10,3613.465,18.57130336
附件1,SiC,10,3613.947,18.54325762
附件1,SiC,10,3614.429,18.54175322
附件1,SiC,10,3614.911,18.53690856
附件1,SiC,10,3615.393,18.54407702
附件1,SiC,10,3615.875,18.52720481
附件1,SiC,10,3616.357,18.51371985
附件1,SiC,10,3616.839,18.50663946
附件1,SiC,10,3617.322,18.51034406
附件1,SiC,10,3617.803,18.52076615
附件1,SiC,10,3618.286,18.4954004
附件1,SiC,10,3618.768,18.49891473
附件1,SiC,10,3619.25,18.46152959
附件1,SiC,10,3619.732,18.49973654
附件1,SiC,10,3620.214,18.51190933
附件1,SiC,10,3620.696,18.49441357
附件1,SiC,10,3621.178,18.49527434
附件1,SiC,10,3621.66,18.48587349
附件1,SiC,10,3622.143,18.49834585
附件1,SiC,10,3622.625,18.47784653
附件1,SiC,10,3623.107,18.49363921
附件1,SiC,10,3623.589,18.49848766
附件1,SiC,10,3624.071,18.48880519
附件1,SiC,10,3624.553,18.4886857
附件1,SiC,10,3625.035,18.50148228
附件1,SiC,10,3625.517,18.50882378
附件1,SiC,10,3626.0,18.52222656
附件1,SiC,10,3626.482,18.52019368
附件1,SiC,10,3626.964,18.52595284
附件1,SiC,10,3627.446,18.54032684
附件1,SiC,10,3627.928,18.54350105
附件1,SiC,10,3628.41,18.55197576
附件1,SiC,10,3628.892,18.54426251
附件1,SiC,10,3629.374,18.54904682
附件1,SiC,10,3629.856,18.55563163
附件1,SiC,10,3630.339,18.54112908
附件1,SiC,10,3630.821,18.53472618
附件1,SiC,10,3631.303,18.49716882
附件1,SiC,10,3631.785,18.50692152
附件1,SiC,10,3632.267,18.51525279
附件1,SiC,10,3632.749,18.50589728
附件1,SiC,10,3633.231,18.48781991
附件1,SiC,10,3633.713,18.4815835
附件1,SiC,10,3634.196,18.47475516
附件1,SiC,10,3634.678,18.48611537
附件1,SiC,10,3635.16,18.47656328
附件1,SiC,10,3635.642,18.47671086
附件1,SiC,10,3636.124,18.47263341
附件1,SiC,10,3636.606,18.45272069
附件1,SiC,10,3637.088,18.45460887
附件1,SiC,10,3637.57,18.4466236
附件1,SiC,10,3638.052,18.43996301
附件1,SiC,10,3638.535,18.44684038
附件1,SiC,10,3639.017,18.45694933
附件1,SiC,10,3639.499,18.43692904
附件1,SiC,10,3639.981,18.4488329
附件1,SiC,10,3640.463,18.43877988
附件1,SiC,10,3640.945,18.42098579
附件1,SiC,10,3641.427,18.41104519
附件1,SiC,10,3641.909,18.41205779
附件1,SiC,10,3642.392,18.42989191
附件1,SiC,10,3642.874,18.41691528
附件1,SiC,10,3643.356,18.42980758
附件1,SiC,10,3643.838,18.40962018
附件1,SiC,10,3644.32,18.40605894
附件1,SiC,10,3644.802,18.41132799
附件1,SiC,10,3645.284,18.41004035
附件1,SiC,10,3645.766,18.38695123
附件1,SiC,10,3646.249,18.38575056
附件1,SiC,10,3646.73,18.38074289
附件1,SiC,10,3647.213,18.36690656
附件1,SiC,10,3647.695,18.38312804
附件1,SiC,10,3648.177,18.38932946
附件1,SiC,10,3648.659,18.39903137
附件1,SiC,10,3649.141,18.38328245
附件1,SiC,10,3649.623,18.38697118
附件1,SiC,10,3650.105,18.40686042
附件1,SiC,10,3650.587,18.39352504
附件1,SiC,10,3651.07,18.39434295
附件1,SiC,10,3651.552,18.38342038
附件1,SiC,10,3652.034,18.36903209
附件1,SiC,10,3652.516,18.3487025
附件1,SiC,10,3652.998,18.35725116
附件1,SiC,10,3653.48,18.31948854
附件1,SiC,10,3653.962,18.34001714
附件1,SiC,10,3654.444,18.34208284
附件1,SiC,10,3654.927,18.34013697
附件1,SiC,10,3655.409,18.35167951
附件1,SiC,10,3655.891,18.33843017
附件1,SiC,10,3656.373,18.33528316
附件1,SiC,10,3656.855,18.35438999
附件1,SiC,10,3657.337,18.35815296
附件1,SiC,10,3657.819,18.35199216
附件1,SiC,10,3658.301,18.35692183
附件1,SiC,10,3658.783,18.36819758
附件1,SiC,10,3659.266,18.3566756
附件1,SiC,10,3659.748,18.34837329
附件1,SiC,10,3660.23,18.37536711
附件1,SiC,10,3660.712,18.34334754
附件1,SiC,10,3661.194,18.33871841
附件1,SiC,10,3661.676,18.34147125
附件1,SiC,10,3662.158,18.3390772
